,Census.Tract.GEOID,BUILDING.ID,BUILDING.ADDRESS,CARBON.DIOXIDE.EMISSIONS,COMPLIANCE.STATUS,X.DIFFERENCE.SOURCE.EUI,X.DIFFERENCE.SITE.EUI,ENERGY.STAR.SCORE,ENERGY.STAR.CERTIFICATION.ELIGIBILITY,ENERGY.STAR.CERTIFICATION.LAST.APPROVAL.DATE,ENERGY.STAR.CERTIFICATION.YEARS.CERTIFIED,ENTITY.RESPONSIBLE.FOR.BENCHMARK,GROSS.BUILDING.FLOOR.AREA,INDOOR.WATER.USE,INDOOR.WATER.USE.INTENSITY,NUMBER.OF.BUILDINGS,OCCUPANCY,OUTDOOR.WATER.USE,POSTAL.CODE,PROGRAM.YEAR,PROPERTY.TYPE,SITE.EUI,Source.EUI,TOTAL.WATER.USE,WEATHER.NORMALIZED.SITE.EUI,WEATHER.NORMALIZED.SOURCE.EUI,YEAR.BUILT,AIN,LADBS.Building.Category,CityOwned,Building.Wave,Longitude,Latitude,CES.Score,CES.Score.Percentile,Disadvantaged.Community,building.type,year.built..year.,floor_area,baseline.annual.site.energy.use.intensity..kWh.m2.,floor_area_2,predicted_cooling_capacity_tons
2544,6037143300.0,442625879106,11930 KLING ST,69.2,1,-27.4,-27.4,90.0,1.0,,Not Available,Power Property Group,27200.0,,,1.0,80.0,,91607,2019,Multifamily Housing,44.2,66.4,1684.6,44.2,66.4,1965.0,011,"20,000 to 49,999",0,4,-118.39288,34.155803999999996,20.4864426040923,39.551015260436394,0.0,Multi Family House,1960s,27200,44.2,739840000,0.285089
2542,6037143300.0,442650879899,11934 RIVERSIDE DR,5.5,1,-89.9,-89.9,100.0,0.0,,Not Available,C&S Enterprises,27292.0,,,1.0,100.0,,91607,2019,Multifamily Housing,2.9,8.1,1085.4,,,1961.0,035,"20,000 to 49,999",0,5,-118.39331000000001,34.157616,20.4864426040923,39.551015260436394,0.0,Multi Family House,1960s,27292,2.8,744853264,0.153727
2560,6037143300.0,442672879459,11935 KLING ST,82.5,1,-11.8,-11.8,69.0,0.0,,Not Available,Power Property Group,28999.0,,,1.0,80.0,,91607,2018,Multifamily Housing,48.8,76.6,1098.1,48.8,76.6,1965.0,045,"20,000 to 49,999",0,5,-118.39296000000002,34.155809999999995,20.4864426040923,39.551015260436394,0.0,Multi Family House,1960s,26543,55.7,704530849,0.33617800000000003
880,6037121222.0,442689908495,11970 ALLEGHENY ST,63.4,1,-22.1,-22.1,89.0,0.0,,Not Available,FOOTHILL ENTERPRISES,22748.0,,,1.0,100.0,,91352,2018,Multifamily Housing,46.9,79.1,1987.6,48.0,80.3,1986.0,081,"20,000 to 49,999",0,3,-118.393456,34.23684,67.3930703579549,98.8270904275445,1.0,Multi Family House,1980s,22748,39.8,517471504,0.253537
1161,6037125100.0,442703884822,11939 ALBERS ST,,0,,,,,,,,,,,,,,91607,2019,,,,,,,,026,"20,000 to 49,999",0,2,-118.39331999999999,34.170334000000004,32.598064702532,64.1821162820028,0.0,Multi Family House,1960s,27656,17.1,764854336,0.191084
2548,6037143300.0,442754879899,11924 RIVERSIDE DR,4.9,1,-91.1,-91.1,100.0,0.0,,Not Available,C&S Enterprises,27292.0,,,1.0,100.0,,91607,2019,Multifamily Housing,2.5,7.1,1184.2,,,1961.0,036,"20,000 to 49,999",0,5,-118.39293,34.157616,20.4864426040923,39.551015260436394,0.0,Multi Family House,1960s,27292,2.8,744853264,0.153727
2563,6037143300.0,442825879176,11914 KLING ST,,0,,,,,,,,,,,,,,91607,2020,,,,,,,,013,"20,000 to 49,999",0,4,-118.39258999999998,34.155803999999996,20.4864426040923,39.551015260436394,0.0,Multi Family House,1960s,25528,37.7,651678784,0.254127
7459,,442829883756,11920 CHANDLER BLVD,113.0,1,-3.9,-3.9,56.0,0.0,,Not Available,Unknown,36819.0,,,1.0,100.0,,91607,2018,Multifamily Housing,51.2,88.9,2176.1,52.2,90.0,1969.0,031,"20,000 to 49,999",0,4,,,,,,Multi Family House,1960s,36819,51.2,1355638761,0.349876
7391,,442844874392,11940 LAURELWOOD DR,,0,,,,,,,,,,,,,,91604,2020,,,,,,,,014,"20,000 to 49,999",0,2,,,,,,Multi Family House,1950s,28790,45.5,828864100,0.6040760000000001
2611,6037143602.0,442847876359,12021 VALLEYHEART DR,86.7,0,-10.8,-10.8,66.0,0.0,,Not Available,"RealPage Utility Management, Inc.",38880.0,,,1.0,95.0,,91604,2018,Multifamily Housing,36.6,67.2,931.2,37.1,67.7,1972.0,036,"20,000 to 49,999",0,5,-118.392845,34.147366,24.253544077500898,48.328919157523,0.0,Multi Family House,1970s,38880,36.6,1511654400,0.299545
1172,6037125100.0,442856880099,11925 RIVERSIDE DR,,0,,,,,,,,,,,,,,91607,2020,,,,,,,,052,"20,000 to 49,999",0,5,-118.39298000000001,34.157627000000005,32.598064702532,64.1821162820028,0.0,Multi Family House,1980s,40000,18.7,1600000000,0.22149699999999997
7248,,442871910523,11805 W SHELDON ST,,0,,,,,,,,,,,,,,91352,2020,,,,,,,,903,"7,500 to 14,999",1,2,,,,,,Office,1990s,7500,33.4,56250000,6.316185
1163,6037125100.0,442943885153,11908 BURBANK BLVD,34.0,1,-44.6,-44.6,99.0,0.0,,Not Available,Afton Properties,21588.0,,,1.0,100.0,,91607,2018,Multifamily Housing,24.3,54.4,1056.2,24.3,54.4,1956.0,029,"20,000 to 49,999",0,2,-118.392426,34.17214,32.598064702532,64.1821162820028,0.0,Multi Family House,1950s,21588,24.3,466041744,0.407355
1189,6037125100.0,443199882750,11855 MAGNOLIA BLVD,35.9,1,-44.1,-44.1,98.0,0.0,,Not Available,Investors Management Co.,32944.0,,,1.0,100.0,,91607,2018,Multifamily Housing,15.5,43.3,1170.7,15.5,43.3,1961.0,041,"20,000 to 49,999",0,1,-118.39115,34.164883,32.598064702532,64.1821162820028,0.0,Multi Family House,1960s,32944,46.1,1085307136,0.31153800000000004
2525,6037143300.0,443246879681,11850 RIVERSIDE DR,148.2,1,-1.8,-1.8,53.0,0.0,,Not Available,"Conservice, LLC",63055.0,,,0.0,95.0,,91607,2018,Multifamily Housing,36.5,79.8,1844.6,36.8,80.1,1970.0,019,"50,000 to 99,999",0,1,-118.39135,34.157616,20.4864426040923,39.551015260436394,0.0,Multi Family House,1970s,63055,36.5,3975933025,0.3768
1019,6037123901.0,443266891717,11840 KITTRIDGE ST,147.3,1,38.1,38.1,9.0,0.0,,Not Available,"RealPage Utility Management, Inc.",39111.0,,,1.0,95.0,,91606,2018,Multifamily Housing,57.7,131.4,2014.8,56.8,127.5,1964.0,055,"20,000 to 49,999",0,4,-118.391365,34.1903,47.1999973106141,85.7359061672342,1.0,Multi Family House,1960s,39111,57.7,1529670321,0.394631
6555,6037269100.0,443313842447,1420 S OAKHURST DR,32.1,1,-57.8,-57.8,,0.0,,Not Available,Rosam and Assoc.,15042.0,,,1.0,100.0,,90035,2018,Multifamily Housing,38.3,49.9,1106.1,39.6,51.2,1975.0,019,"20,000 to 49,999",0,4,-118.39098999999999,34.054534999999994,19.8566149902937,37.936688106949205,0.0,Multi Family House,1970s,15042,38.3,226261764,0.238394
1178,6037125100.0,443335882817,11839 MAGNOLIA BLVD,75.9,0,13.2,13.2,31.0,0.0,,Not Available,"Vert Energy Group, Inc.",22823.0,,,1.0,100.0,,91607,2019,Multifamily Housing,57.2,89.0,1096.6,56.2,88.0,1960.0,042,"20,000 to 49,999",0,4,-118.390854,34.164883,32.598064702532,64.1821162820028,0.0,Multi Family House,1960s,22823,57.2,520889329,0.330323
2694,6037143800.0,443336874283,3960 CARPENTER AVE,85.8,1,-4.6,-4.6,58.0,0.0,,Not Available,"RealPage Utility Management, Inc.",35877.0,,,1.0,95.0,,91604,2018,Multifamily Housing,36.3,84.9,1043.9,35.6,82.3,1986.0,032,"20,000 to 49,999",0,2,-118.39126599999999,34.141987,24.0673689386655,47.8244419220583,0.0,Multi Family House,1980s,35877,36.3,1287159129,0.27631999999999995
7110,6037700801.0,443351850121,400 N OAKHURST DR,92.2,1,-17.9,-17.9,77.0,0.0,,Not Available,"Vert Energy Group, Inc.",44061.0,,,1.0,100.0,,90210,2018,Multifamily Housing,35.0,60.3,2791.7,37.2,62.6,1961.0,035,"20,000 to 49,999",0,1,-118.390945,34.075443,22.568841676620004,44.3057132046916,0.0,Multi Family House,1960s,44061,35.0,1941371721,0.29535100000000003
1196,6037125100.0,443407882841,11825 MAGNOLIA BLVD,,0,,,,,,,,,,,,,,91607,2020,,,,,,,,047,"20,000 to 49,999",0,1,-118.390594,34.164885999999996,32.598064702532,64.1821162820028,0.0,Multi Family House,1970s,35378,44.3,1251602884,0.324298
2553,6037143300.0,443457879885,11818 RIVERSIDE DR,270.2,1,7.2,7.2,39.0,0.0,,Not Available,"Vert Energy Group, Inc.",96280.0,,,1.0,100.0,,91607,2016,Multifamily Housing,45.6,86.8,5036.6,,,1987.0,021,"100,000+",0,3,-118.39056000000001,34.15762,20.4864426040923,39.551015260436394,0.0,Multi Family House,1980s,96280,44.2,9269838400,0.5311939999999999
5495,6037214901.0,443494849016,327 S DOHENY DR,98.0,0,-13.0,-13.0,70.0,0.0,,Not Available,"Vert Energy Group, Inc.",47512.0,,,1.0,100.0,,90048,2019,Multifamily Housing,34.1,61.2,2154.4,34.2,61.2,1988.0,054,"20,000 to 49,999",0,4,-118.38973,34.073067,23.421390304408302,46.172278975911205,0.0,Multi Family House,1980s,47512,41.2,2257390144,0.333896
5518,6037214901.0,443546849201,323 S DOHENY DR,90.4,0,16.4,16.4,27.0,0.0,,Not Available,"Vert Energy Group, Inc.",32468.0,,,1.0,100.0,,90048,2019,Multifamily Housing,46.2,81.9,807.9,46.3,81.9,1988.0,053,"20,000 to 49,999",0,1,-118.38973,34.07313,23.421390304408302,46.172278975911205,0.0,Multi Family House,1980s,32468,46.2,1054171024,0.309302
5506,6037214901.0,443556850110,109 N DOHENY DR,88.2,1,-10.8,-10.8,66.0,0.0,,Not Available,"Vert Energy Group, Inc.",43685.0,,,1.0,100.0,,90048,2018,Multifamily Housing,32.1,65.5,1851.4,32.9,66.3,1969.0,040,"20,000 to 49,999",0,1,-118.38973999999999,34.07546,23.421390304408302,46.172278975911205,0.0,Multi Family House,1960s,43685,32.1,1908379225,0.28177800000000003
1016,6037123901.0,443626890643,11817 VICTORY BLVD,15.3,1,-82.7,-82.7,100.0,0.0,,Not Available,The Eberly Company,36900.0,,,1.0,65.0,,91606,2018,Multifamily Housing,5.9,16.5,1732.3,5.9,16.5,1988.0,077,"20,000 to 49,999",0,2,-118.39057,34.186679999999996,47.1999973106141,85.7359061672342,1.0,Multi Family House,1980s,36900,5.9,1361610000,0.177287
5497,6037214901.0,443718850076,100 N DOHENY DR,41.0,1,-53.8,-53.8,,0.0,,Not Available,Faoro Family Trust,23493.0,,,1.0,100.0,,90048,2018,Multifamily Housing,28.2,54.6,787.7,29.0,55.4,1972.0,010,"20,000 to 49,999",0,4,-118.38973,34.075382,23.421390304408302,46.172278975911205,0.0,Multi Family House,1970s,23493,32.3,551921049,0.23917199999999997
1022,6037123901.0,443758891002,11755 GILMORE ST,99.6,0,-22.9,-22.9,83.0,1.0,,Not Available,Unknown,45699.0,,,1.0,100.0,,91606,2019,Multifamily Housing,35.3,67.8,2227.7,35.0,67.5,1939.0,050,"20,000 to 49,999",0,2,-118.38913000000001,34.187509999999996,47.1999973106141,85.7359061672342,1.0,Multi Family House,1950s,45699,35.3,2088398601,0.6160770000000001
1036,6037123901.0,443780891238,11760 HAMLIN ST,64.7,1,-23.6,-23.6,87.0,1.0,,Not Available,"RealPage Utility Management, Inc.",29407.0,,,1.0,95.0,,91606,2019,Multifamily Housing,35.6,68.7,1425.0,35.3,68.5,1992.0,069,"20,000 to 49,999",0,5,-118.38923999999999,34.18874,47.1999973106141,85.7359061672342,1.0,Multi Family House,1990s,29407,40.0,864771649,0.183777
1027,6037123901.0,443860891690,11750 KITTRIDGE ST,,0,,,,,,,,,,,,,,91606,2020,,,,,,,,058,"20,000 to 49,999",0,1,-118.38946999999999,34.1903,47.1999973106141,85.7359061672342,1.0,Multi Family House,1960s,39111,43.6,1529670321,0.31966300000000003
5512,6037214901.0,443892850140,115 N WETHERLY DR,41.6,0,-49.6,-49.6,,0.0,,Not Available,"Vert Energy Group, Inc.",21060.0,,,1.0,100.0,,90048,2019,Multifamily Housing,33.8,59.5,629.1,34.0,59.8,1964.0,023,"20,000 to 49,999",0,1,-118.38873999999998,34.075787,23.421390304408302,46.172278975911205,0.0,Multi Family House,1960s,21060,33.8,443523600,0.228436
928,6037122410.0,443910898399,11752 SATICOY ST,,0,,,,,,,,,,,,,,91605,2020,,,,,,,,020,"20,000 to 49,999",0,5,-118.38893,34.208458,66.9286647607331,98.7514188422248,1.0,Multi Family House,1970s,22462,37.3,504541444,0.254865
1028,6037123901.0,443931891692,6545 SIMPSON AVE,188.2,1,96.8,96.8,1.0,0.0,,Not Available,"Vert Energy Group, Inc.",40454.0,,,1.0,100.0,,91606,2018,Multifamily Housing,72.4,157.4,726.3,,,1964.0,059,"20,000 to 49,999",0,2,-118.38892,34.189840000000004,47.1999973106141,85.7359061672342,1.0,Multi Family House,1960s,40454,72.4,1636526116,0.49825600000000003
893,6037121801.0,443946898635,11741 SATICOY ST,90.3,1,-46.2,-46.2,99.0,0.0,,Not Available,"BASE Energy, Inc.",35825.0,,,1.0,65.0,,91605,2018,Multifamily Housing,42.6,70.7,1795.3,43.5,71.6,1965.0,005,"20,000 to 49,999",0,3,-118.38871,34.20847,53.4625284930666,91.99142388699708,1.0,Multi Family House,1960s,35825,42.6,1283430625,0.304575
1031,6037123901.0,444012891363,11735 HAMLIN ST,8.7,1,-94.5,-94.5,,0.0,,Not Available,PK Management (1274),28536.0,1787.9,62.66,1.0,95.0,,91606,2018,Multifamily Housing,5.7,6.5,1787.9,5.7,6.5,1983.0,066,"20,000 to 49,999",0,2,-118.388756,34.18875,47.1999973106141,85.7359061672342,1.0,Multi Family House,1980s,28536,5.7,814303296,0.162056
5502,6037214901.0,444035849014,9005 BURTON WAY,276.0,1,9.4,9.4,36.0,0.0,,Not Available,Unknown,98300.0,,,1.0,100.0,,90048,2018,Multifamily Housing,47.5,78.6,2597.2,50.1,81.2,1969.0,030,"50,000 to 99,999",0,3,-118.38786,34.072342,23.421390304408302,46.172278975911205,0.0,Multi Family House,1960s,72700,29.0,5285290000,0.351583
5504,6037214901.0,444061850333,130 N WETHERLY DR,,0,,,,,,,,,,,,,,90048,2020,,,,,,,,028,"20,000 to 49,999",0,2,-118.38873000000001,34.076115,23.421390304408302,46.172278975911205,0.0,Multi Family House,1990s,32085,57.2,1029447225,0.244392
1044,6037123902.0,444062885699,5609 COLFAX AVE,168.0,1,-63.5,-63.5,100.0,0.0,,Not Available,"Vert Energy Group, Inc.",199676.0,,,2.0,100.0,,91601,2019,Multifamily Housing,13.1,28.4,10383.0,13.0,28.3,1970.0,020,"20,000 to 49,999",0,5,-118.38776999999999,34.17242,22.455098603206302,44.066086517845896,0.0,Multi Family House,1970s,199676,13.1,39870504976,0.594526
922,6037122410.0,444085898067,7526 SIMPSON AVE,,0,,,,,,,,,,,,,,91605,2019,,,,,,,,026,"20,000 to 49,999",0,4,-118.38906000000001,34.207,66.9286647607331,98.7514188422248,1.0,Multi Family House,1990s,46312,31.3,2144801344,0.191578
915,6037122410.0,444128896966,7355 LANKERSHIM BLVD,618.8,1,28.0,28.0,28.0,0.0,,Not Available,"Vert Energy Group, Inc.",99694.0,,,1.0,100.0,,91605,2016,Retail Store,81.9,257.0,14.9,81.9,257.0,1968.0,035,"100,000+",0,4,-118.38779,34.204082,66.9286647607331,98.7514188422248,1.0,Retail,1960s,99694,81.9,9938893636,4.891818
2615,6037143602.0,444167876502,4321 COLFAX AVE,,0,,,,,,,,,,,,,,91604,2020,,,,,,,,023,"20,000 to 49,999",0,2,-118.38772,34.148132000000004,24.253544077500898,48.328919157523,0.0,Multi Family House,1960s,23613,47.7,557573769,0.289068
1177,6037125100.0,444249884184,5407 COLFAX AVE,37.6,1,-86.7,-86.7,,0.0,,Not Available,"StarPoint Properties, LLC",95000.0,,,1.0,95.0,,91601,2018,Multifamily Housing,5.6,15.7,4194.0,5.6,15.7,1986.0,046,"50,000 to 99,999",0,3,-118.38776999999999,34.168890000000005,32.598064702532,64.1821162820028,0.0,Multi Family House,1980s,94868,6.6,8999937424,0.299669
2610,6037143602.0,444282877070,4377 COLFAX AVE,,0,,,,,,,,,,,,,,91604,2020,,,,,,,,019,"20,000 to 49,999",0,1,-118.387726,34.149646999999995,24.253544077500898,48.328919157523,0.0,Multi Family House,1970s,43014,28.4,1850204196,0.27619699999999997
888,6037121801.0,444303899312,7727 LANKERSHIM BLVD,280.1,1,-28.4,-28.4,92.0,0.0,,Not Available,Anza Management Corporation,180563.0,,,1.0,95.0,,91605,2018,Multifamily Housing,22.0,61.7,15755.5,22.0,61.7,1986.0,015,"100,000+",0,2,-118.38779,34.21069,53.4625284930666,91.99142388699708,1.0,Multi Family House,1980s,210099,13.9,44141589801,0.590317
897,6037121802.0,444312900333,7843 LANKERSHIM BLVD,143.3,1,52.2,52.2,4.0,0.0,,Not Available,John Stewart Company,42891.0,,,1.0,95.0,,91605,2019,Multifamily Housing,50.9,117.7,0.0,50.8,117.5,2018.0,034,"20,000 to 49,999",0,2,-118.38779,34.21287,56.105339831762706,94.05978055240259,1.0,Multi Family House,1990s,42891,33.2,1839637881,0.19056900000000002
940,6037122420.0,444557897301,7410 LANKERSHIM BLVD,164.8,1,-16.1,-16.1,74.0,0.0,,Not Available,Yardi Energy,57537.0,,,1.0,95.0,,91605,2018,Multifamily Housing,47.4,84.7,2925.6,48.1,85.3,1979.0,038,"50,000 to 99,999",0,1,-118.38776999999999,34.205093,66.0414349668845,98.5244040862656,1.0,Multi Family House,1970s,57537,53.0,3310506369,0.458466
899,6037121900.0,444595899102,7660 LANKERSHIM BLVD,8.3,1,-93.2,-93.2,100.0,0.0,,Not Available,Hollywood Grand Tower LLC,55042.0,,,1.0,40.0,,91605,2017,Multifamily Housing,2.0,6.2,2698.4,,,1979.0,037,"50,000 to 99,999",0,2,-118.38776999999999,34.209675,56.984621914082005,94.62731744230041,1.0,Multi Family House,1970s,55042,2.0,3029621764,0.20905700000000002
933,6037122420.0,444642896245,7240 LANKERSHIM BLVD,,0,,,,,,,,,,,,,,91605,2019,,,,,,,,023,"100,000+",0,3,-118.38776999999999,34.202065000000005,66.0414349668845,98.5244040862656,1.0,Multi Family House,1960s,139406,21.8,19434032836,0.505235
937,6037122420.0,444645896936,7350 LANKERSHIM BLVD,,0,,,,,,,,,,,,,,91605,2016,,,,,,,,021,"100,000+",0,4,-118.38776999999999,34.204082,66.0414349668845,98.5244040862656,1.0,Multi Family House,1970s,124363,0.9,15466155769,0.35294000000000003
1055,6037124104.0,444670889675,6253 LANKERSHIM BLVD,75.6,0,-9.8,-9.8,65.0,0.0,,Not Available,"Vert Energy Group, Inc.",30130.0,,,1.0,100.0,,91606,2019,Multifamily Housing,41.7,73.7,1439.3,41.3,73.3,1978.0,026,"20,000 to 49,999",0,3,-118.38626000000001,34.184143,55.888476435344295,93.84537772733009,1.0,Multi Family House,1970s,30130,41.7,907816900,0.295401
1058,6037124104.0,444710890299,6340 LANKERSHIM BLVD,131.3,1,-37.1,-37.1,96.0,0.0,,Not Available,Anza Management Corporation,70675.0,,,7.0,95.0,,91606,2017,Multifamily Housing,24.5,76.9,5420.4,23.7,74.5,1965.0,013,"50,000 to 99,999",0,5,-118.38713999999999,34.185629999999996,55.888476435344295,93.84537772733009,1.0,Multi Family House,1960s,70675,24.9,4994955625,0.324974
5490,6037214901.0,444782849253,307 S SWALL DR,75.5,1,-19.7,-19.7,82.0,0.0,,Not Available,Yariv Enterprises,27680.0,,,1.0,95.0,,90048,2018,Multifamily Housing,44.3,84.3,1199.1,45.4,85.4,1988.0,076,"20,000 to 49,999",0,2,-118.38582,34.073425,23.421390304408302,46.172278975911205,0.0,Multi Family House,1980s,27680,44.3,766182400,0.28589899999999996
1051,6037124104.0,444789889958,6300 LANKERSHIM BLVD,,0,,,,,,,,,,,,,,91606,2020,,,,,,,,024,"50,000 to 99,999",0,5,-118.386765,34.18501,55.888476435344295,93.84537772733009,1.0,Multi Family House,1970s,69663,39.9,4852933569,0.420321
5509,6037214901.0,444900849855,110 S SWALL DR,6.2,1,-89.8,-89.8,,0.0,,Not Available,"RTI Properties,Inc.",20712.0,1168.0,56.39,1.0,100.0,0.0,90048,2018,Multifamily Housing,4.3,12.0,1168.0,4.3,12.0,1963.0,024,"20,000 to 49,999",0,3,-118.38581,34.075077,23.421390304408302,46.172278975911205,0.0,Multi Family House,1960s,20712,4.3,428986944,0.146447
1072,6037124105.0,444925887972,11657 OXNARD ST,,0,,,,,,,,,,,,,,91606,2020,,,,,,,,075,"100,000+",0,2,-118.38621,34.179417,42.4516120094044,79.4677765165847,1.0,Multi Family House,1990s,123650,3.7,15289322500,0.235589
6982,6037277200.0,444996805746,9000 AIRPORT BLVD,,0,,,,,,,,,,,,,,90045,2020,,,,,,,,016,"100,000+",0,4,-118.38576,33.95448,42.0041946013315,78.761508386934,1.0,Retail,1990s,13062,66.4,170615844,1.161836
5516,6037214901.0,445018849213,319 S CLARK DR,,0,,,,,,,,,,,,,,90048,2020,,,,,,,,029,"20,000 to 49,999",0,2,-118.38484,34.07329,23.421390304408302,46.172278975911205,0.0,Multi Family House,1960s,32154,23.4,1033879716,0.22011
5485,6037214901.0,445212850050,100 N CLARK DR,,0,,,,,,,,,,,,,,90048,2020,,,,,,,,073,"20,000 to 49,999",0,1,-118.38483400000001,34.07537,23.421390304408302,46.172278975911205,0.0,Multi Family House,1980s,29312,37.6,859193344,0.263166
5488,6037214901.0,445214849305,300 S CLARK DR,51.2,1,-12.4,-12.4,69.0,0.0,,Not Available,Unknown,23946.0,,,1.0,100.0,,90048,2018,Multifamily Housing,35.2,63.9,1271.3,36.0,64.7,1986.0,067,"20,000 to 49,999",0,3,-118.38483000000001,34.073485999999995,23.421390304408302,46.172278975911205,0.0,Multi Family House,1980s,23946,37.6,573410916,0.24853499999999998
2540,6037143300.0,445462879901,11558 RIVERSIDE DR,57.0,1,-27.3,-27.3,88.0,0.0,,Not Available,"Vert Energy Group, Inc.",33201.0,,,1.0,100.0,,91602,2018,Multifamily Housing,26.7,58.2,1074.2,26.7,58.2,1972.0,041,"20,000 to 49,999",0,1,-118.384155,34.157627000000005,20.4864426040923,39.551015260436394,0.0,Multi Family House,1970s,33201,27.1,1102306401,0.245233
1069,6037124105.0,445467889073,6140 LANKERSHIM BLVD,638.0,1,201.1,201.1,,0.0,,Not Available,"Nozar, LLC",70165.0,,,4.0,95.0,,91606,2018,Retail Store,129.1,361.4,4930.4,129.1,361.4,1961.0,008,"50,000 to 99,999",0,2,-118.38486999999999,34.18186,42.4516120094044,79.4677765165847,1.0,Retail,1960s,70165,129.6,4923127225,7.875951
2557,6037143300.0,445516877406,11545 MOORPARK ST,,0,,,,,,,,,,,,,,91602,2020,,,,,,,,017,"20,000 to 49,999",0,4,-118.38375,34.150375,20.4864426040923,39.551015260436394,0.0,Multi Family House,1980s,33728,3.4,1137577984,0.16531500000000002
1063,6037124104.0,445625889547,6239 BECK AVE,106.7,0,-18.8,-18.8,80.0,1.0,,Not Available,"RealPage Utility Management, Inc.",46350.0,,,1.0,95.0,,91606,2019,Multifamily Housing,39.0,71.3,718.1,38.5,70.7,1972.0,020,"20,000 to 49,999",0,4,-118.38341499999999,34.18391,55.888476435344295,93.84537772733009,1.0,Multi Family House,1970s,46350,45.9,2148322500,0.370712
946,6037122420.0,445669895262,11600 SHERMAN WAY,,0,,,,,,,,,,,,,,91605,2020,,,,,,,,042,"100,000+",0,2,-118.3844,34.201190000000004,66.0414349668845,98.5244040862656,1.0,Retail,1990s,129802,43.4,16848559204,2.254475
5543,6037214902.0,445704848202,467 ARNAZ DR,232.5,1,10.7,10.7,34.0,0.0,,Not Available,"LivCor, LLC",104777.0,,,1.0,100.0,,90048,2018,Multifamily Housing,34.8,73.8,3678.9,35.5,74.6,1980.0,055,"100,000+",0,2,-118.382706,34.070440000000005,29.713878865553102,58.9103291713961,0.0,Multi Family House,1980s,104777,34.8,10978219729,0.491123
5649,6037216401.0,445734843805,1031 S WOOSTER ST,52.3,1,-28.0,-28.0,89.0,0.0,,Not Available,"Vert Energy Group, Inc.",32950.0,,,1.0,100.0,,90035,2018,Multifamily Housing,24.9,52.9,1021.8,25.4,53.4,1966.0,035,"20,000 to 49,999",0,3,-118.38246000000001,34.058594,27.582488070636302,54.9754067347711,0.0,Multi Family House,1960s,32950,24.9,1085702500,0.22696799999999998
5657,6037216402.0,445747845437,805 S WOOSTER ST,,0,,,,,,,,,,,,,,90035,2020,,,,,,,,068,"20,000 to 49,999",0,4,-118.38237,34.062709999999996,29.4455276169668,58.393240005044795,0.0,Multi Family House,1990s,30000,19.0,900000000,0.135122
5662,6037216402.0,445777845359,815 S WOOSTER ST,,0,,,,,,,,,,,,,,90035,2020,,,,,,,,031,"20,000 to 49,999",0,5,-118.38237,34.062534,29.4455276169668,58.393240005044795,0.0,Multi Family House,1960s,21903,41.9,479741409,0.260205
7449,,445798813904,5700 W CENTINELA AVE,,0,,,,,,,,,,,,,,90045,2020,,,,,,,,014,"100,000+",0,3,,,,,,Multi Family House,1990s,60165,64.7,3619827225,0.359699
5548,6037214902.0,445829848719,8720 BURTON WAY,111.4,1,-14.3,-14.3,76.0,0.0,,Not Available,"Royale Grace Investment Company, LLC",37324.0,,,1.0,95.0,,90048,2019,Multifamily Housing,50.2,84.7,1299.4,50.4,84.9,1986.0,077,"20,000 to 49,999",0,5,-118.3822,34.07212,29.713878865553102,58.9103291713961,0.0,Multi Family House,1980s,37324,50.2,1393080976,0.345165
1198,6037125200.0,445896880053,11505 RIVERSIDE DR,108.7,1,6.2,6.2,38.0,0.0,,Not Available,"RealPage Utility Management, Inc.",32104.0,,,1.0,95.0,,91602,2018,Multifamily Housing,51.9,118.1,1576.8,51.0,114.6,1987.0,041,"20,000 to 49,999",0,2,-118.38248,34.15764,37.8041368112776,72.8591247319965,0.0,Multi Family House,1980s,32104,51.9,1030666816,0.335527
7456,,445901813613,5700 W CENTINELA AVE,,0,,,,,,,,,,,,,,90045,2020,,,,,,,,014,"100,000+",0,2,,,,,,Multi Family House,1990s,60165,68.9,3619827225,0.382996
5654,6037216402.0,445932845192,824 S WOOSTER ST,,0,,,,,,,,,,,,,,90035,2020,,,,,,,,039,"20,000 to 49,999",0,2,-118.38236,34.06236,29.4455276169668,58.393240005044795,0.0,Multi Family House,1960s,32076,28.9,1028869776,0.238769
